,Type,Site,Impurity,AB,(+3/+2)_DFT,train_mean,train_std
0,IV-IV,M_i_neut,Cl,GeC,-1.291456,-0.6605208830047881,0.05958495478518934
1,III-V,M_i_neut,Te,BAs,-0.577904,-0.608440916265305,0.040168759795604275
2,IV-IV,M_i_B,Cd,GeC,-0.882713,-0.7018894616030019,0.03677662945912541
3,III-V,M_i_B,Zr,BP,0.010508,-0.2227467716046918,0.029888303707905694
4,III-V,M_B,Ag,GaN,-1.046118,-0.8313461403134689,0.06867356532186357
5,III-V,M_i_neut,Bi,BSb,0.354375,-0.39799574741778176,0.05556680333615837
6,II-VI,M_B,Ca,ZnS,0.643311,0.11322115531818962,0.05456507475613706
7,II-VI,M_B,V,CdO,-0.16153800000000001,0.11221166437986892,0.06952432262097608
8,IV-IV,M_i_neut,S,SnC,-0.39426100000000003,0.0034125743627652387,0.03779147725870874
9,II-VI,M_i_neut,Zr,ZnS,0.708436,0.3672291157251456,0.027201413183349597
10,IV-IV,M_i_neut,Br,SnC,-0.8336399999999999,-0.4860063723293414,0.05786397592992149
11,II-VI,M_i_A,Ta,ZnS,0.265477,0.23994215791811513,0.030375890551980218
12,IV-IV,M_i_neut,Cd,SnC,-0.662983,-0.5755566166394044,0.038727515770824804
13,IV-IV,M_i_B,Mg,SnC,-0.748046,-0.7108224648627994,0.04313850566073978
14,III-V,M_i_B,Cs,InN,-0.031841,-0.37153173677314744,0.05005155982437152
15,IV-IV,M_i_neut,Re,GeC,-0.666817,-0.07858582698606258,0.04391150234617499
16,II-VI,M_B,Hf,CdSe,-0.37404,0.13627896959415692,0.04416842604745937
17,III-V,M_i_B,Ta,BP,-0.342092,-0.3969686446674234,0.03252617626140544
18,II-VI,M_i_A,Ta,CdO,0.8824930000000001,0.6384034596246935,0.056164331225427445
19,IV-IV,M_B,Nb,GeC,-0.672898,-0.5751351883306958,0.053872845136709306
20,II-VI,M_i_A,In,ZnO,0.23124,-0.25068716268879365,0.04938104827375317
21,II-VI,M_A,Re,ZnO,0.078172,0.21242362328103317,0.0786689665968096
22,II-VI,M_i_A,Si,CdO,1.202083,0.8037412011669683,0.047676673918831854
23,IV-IV,M_i_A,Mo,GeC,-0.252688,-0.26970799985214977,0.030021478004448737
24,IV-IV,M_A,Rb,SiC,-0.721276,-0.649827680612493,0.05093473987098466
25,IV-IV,M_i_A,Sn,SnC,0.020709,-0.015011043548850531,0.036914767614177675
26,IV-IV,M_B,Sc,SiC,0.32782100000000003,-0.29954787039955477,0.047431024105422395
27,III-V,M_i_A,S,BAs,-0.733924,-0.5834200335411757,0.040782870908717836
28,III-V,M_B,Zr,AlP,-0.146977,-0.037044816971270614,0.035439544082325504
29,IV-IV,M_B,Nb,SnC,-0.35436799999999996,-0.40067846553028963,0.05495837908400071
30,II-VI,M_i_A,Ta,CdS,0.722341,0.3865067719035,0.040922213318072075
31,II-VI,M_i_A,Y,ZnS,1.344544,0.3792269972529378,0.03444322573378221
32,IV-IV,M_i_B,Ir,SiC,-0.798557,-0.530268854804523,0.031693331165179896
33,III-V,M_i_A,Au,BP,-1.09612,-1.1923362014889123,0.034588433989372856
34,IV-IV,M_i_B,Ru,GeC,-0.551838,-0.633754096831072,0.028219963685842692
35,IV-IV,M_i_B,Ta,SnC,0.675025,0.17957373788086115,0.03511120495270585
36,IV-IV,M_i_B,Si,SnC,0.489159,0.6928295606692878,0.06475295216450505
37,II-VI,M_i_B,Ga,ZnO,0.170787,-0.24557891785565816,0.038572318689826725
38,II-VI,M_B,Na,CdS,0.9455879999999999,0.06103016991291473,0.048676132050356646
39,II-VI,M_i_A,Mo,CdS,0.912949,0.05405215559242693,0.02519691696418587
40,II-VI,M_i_neut,Pb,ZnS,-0.573932,-0.4449933394241187,0.026904591811695
41,IV-IV,M_B,I,SiC,0.653886,0.34020983233162283,0.07993748594367182
42,II-VI,M_i_neut,La,ZnSe,1.351226,0.3922866197997461,0.02967013317135072
43,II-VI,M_i_A,Tc,CdO,-0.369743,0.2271478139869386,0.05322783009515785
44,II-VI,M_B,Zr,CdTe,-0.544794,-0.2178295722215192,0.030723844699291507
45,II-VI,M_B,La,CdTe,-0.03901,0.3130269647078996,0.045159078266800164
46,II-VI,M_B,W,CdTe,-0.7586609999999999,-0.1855093505548807,0.03467997668319153
47,IV-IV,M_i_A,Ru,SiC,-1.031174,-0.7501646582623959,0.031676796778231195
48,III-V,M_i_neut,Cl,BSb,-0.77048,-0.529448742520161,0.057481321395162266
49,II-VI,M_i_B,Al,ZnS,1.53053,0.181926318307888,0.02968977368139924
50,IV-IV,M_i_B,Al,GeC,0.709196,0.14921575286899819,0.0400741094186212
51,III-V,M_i_neut,Pt,BP,-0.809738,-0.8748209977667498,0.038330223552473446
52,III-V,M_i_neut,Ag,BP,-1.0559379999999998,-1.0742913225878437,0.03849086686629109
53,III-V,M_i_A,Ba,GaP,-0.5378149999999999,-0.24424944078620375,0.04317855677798128
54,II-VI,M_B,Nb,CdTe,-0.6100260000000001,-0.24584175094507882,0.030401838104393543
55,IV-IV,M_i_A,Tc,SiC,-0.76277,-0.45906124152868893,0.035895155358141424
56,II-VI,M_B,Y,CdTe,-0.156436,0.11502902752458932,0.028970758689487425
57,III-V,M_i_B,I,AlP,-0.162627,-0.5213895013525631,0.04404992800498212
58,II-VI,M_B,Ca,CdSe,0.339708,-0.027825861731964257,0.0451505821075643
59,III-V,M_i_A,Be,GaN,-1.3283719999999999,-1.040370933059256,0.03759510090612324
60,III-V,M_B,I,InN,-0.427109,0.052578314665331624,0.0752749869270391
61,IV-IV,M_i_A,B,SiC,-0.395011,-0.6564345943842985,0.04608685750767572
62,II-VI,M_B,Co,ZnS,-1.148369,-0.7384007327195933,0.041466093882555455
63,III-V,M_i_A,W,BP,-0.655551,-0.5234769728366278,0.032878997134954985
64,III-V,M_B,Ba,InP,0.9527389999999999,0.3877365525622089,0.06015330086642148
65,III-V,M_B,La,GaAs,-0.020544,-0.172978293658487,0.03840909568971871
66,II-VI,M_B,Si,ZnS,-0.904758,-0.5501416809277865,0.03773166785479483
67,II-VI,M_i_B,Sn,CdO,0.19346300000000002,-0.06788270332856686,0.042109575995657685
68,III-V,M_i_B,Tc,BAs,-0.890865,-0.8979785775963162,0.024791020675715852
69,II-VI,M_B,Os,CdSe,-0.58324,-0.40659912215188154,0.04138585143247612
70,II-VI,M_B,Mo,CdTe,-0.64244,-0.34825327418181806,0.02857127650397699
71,II-VI,M_B,Re,CdTe,0.7012729999999999,-0.24723663899641557,0.04085889793506583
72,II-VI,M_i_A,Ba,ZnSe,-0.650158,-0.27385626728374735,0.035677492907120745
73,II-VI,M_B,Ti,CdTe,-0.578882,-0.4167302725421946,0.0242189791695837
74,II-VI,M_B,Sc,CdTe,-0.38627399999999995,0.01904283920247723,0.04007293966056649
75,II-VI,M_i_A,Cl,ZnO,-1.060808,-1.300643948745641,0.035672571550198956
76,II-VI,M_B,Ta,CdTe,-0.690457,-0.12295164499420622,0.03551539612662607
77,II-VI,M_B,Ba,CdTe,0.699212,0.2016153478476248,0.03746518252629267
78,IV-IV,M_i_neut,O,GeC,-1.353274,-0.8634078279480842,0.034329798660677834
79,II-VI,M_i_A,Sc,ZnS,0.8663639999999999,0.6139348128052173,0.059395722432375245
80,II-VI,M_i_neut,Ti,ZnS,0.45633100000000004,0.10523001231114174,0.02968223261648275
81,IV-IV,M_B,Sb,SiC,-0.4812,-0.22526011405042262,0.058841957156585516
82,III-V,M_A,Hf,BAs,-0.979216,-1.0392535350643217,0.04932154038595875
83,II-VI,M_i_neut,Cs,CdS,-0.574333,-0.2981390363713362,0.04640145024361001
84,IV-IV,M_i_B,C,SnC,-0.270398,-0.6219831422554332,0.036258803887955805
85,IV-IV,M_B,Te,SnC,-0.376481,-0.03794887974588969,0.07004954260152006
86,IV-IV,M_i_B,F,GeC,-1.3288149999999999,-0.9764206288280814,0.06377691239829503
87,II-VI,M_i_neut,Cs,ZnSe,-0.687752,-0.5026329220002326,0.0574680345920473
88,IV-IV,M_A,Pb,SnC,-0.972184,-1.0521654050609377,0.05302940661723553
89,II-VI,M_i_B,Ir,CdS,-0.073768,-0.101820578629588,0.029237433256049064
90,II-VI,M_i_B,Bi,ZnSe,0.855706,-0.12200190338230277,0.04158685112721844
91,II-VI,M_i_B,Mg,ZnS,-1.093451,-0.704095257227668,0.04029590456444042
92,II-VI,M_B,Sr,CdTe,0.275373,-0.07778994266077524,0.03779756967541738
93,II-VI,M_i_neut,Na,ZnO,-1.30159,-0.9936209944312587,0.05390807710140967
94,IV-IV,M_i_neut,Zn,SiC,-1.17947,-0.8628118004202356,0.03617514563448009
95,IV-IV,M_i_B,Al,SiC,0.34209,0.0514833913340302,0.03890528300173076
96,II-VI,M_B,I,ZnO,-1.081831,-0.7280628155612712,0.061987878549573786
97,IV-IV,M_A,Rh,GeC,-1.420512,-1.3116149234900107,0.03869447844966518
98,II-VI,M_B,Ca,CdTe,-0.039856,-0.12186401218515004,0.0356550167992303
99,II-VI,M_i_neut,Ir,ZnS,-0.44726499999999997,-0.2348366329607706,0.028171359358510256
100,IV-IV,M_i_B,C,SiGe,-0.993606,-0.7205082997919939,0.03473554696807283
101,IV-IV,M_B,Re,SnC,-1.1004120000000002,-0.5311191387557906,0.04873980292100827
102,III-V,M_i_B,C,AlAs,-0.723079,-0.5860458323671235,0.0436043581560551
103,III-V,M_A,Te,BP,-0.129582,-0.6211842377474925,0.04687433087321759
104,II-VI,M_i_B,C,CdTe,-0.6952229999999999,-0.4342174941070603,0.06196674135962976
105,III-V,M_i_neut,Pb,AlP,-0.529543,-0.32901745834176976,0.03133264344751943
106,IV-IV,M_B,Li,GeC,0.031491000000000005,-0.6110343471010931,0.06124653047408859
107,II-VI,M_i_B,Y,CdO,0.044913,0.3959225360715005,0.0476478050357005
108,II-VI,M_i_A,C,CdTe,-0.667967,-0.43949231586520215,0.05711220468699552
109,II-VI,M_i_A,W,CdTe,0.49805600000000005,0.14014759434016633,0.02753820859740662
110,IV-IV,M_A,As,SnC,-1.0414729999999999,-1.1714657229770087,0.04138958432154971
111,III-V,M_i_B,Pb,GaP,-0.5150170000000001,-0.39273580741699265,0.02234822119118932
112,IV-IV,M_i_neut,W,SnC,0.148515,0.18569481653435244,0.05055419866633793
113,II-VI,M_i_A,C,ZnTe,-0.7129479999999999,-0.5352092010836043,0.060355080841366635
114,II-VI,M_i_neut,W,ZnTe,0.113647,0.03616587118278848,0.02845810421850953
115,II-VI,M_i_neut,In,CdO,-0.086644,-0.1117698090894921,0.04830702843207865
116,II-VI,M_i_B,Sb,CdTe,0.469164,0.061244764708790214,0.031529633622662936
117,II-VI,M_i_A,Re,CdTe,0.074895,0.10241160211096098,0.03919342666874641
118,II-VI,M_B,Os,CdTe,0.042179,-0.4749963842501831,0.03732220525758019
119,II-VI,M_i_neut,C,CdTe,0.33,-0.405751607804956,0.03632070244793879
120,IV-IV,M_B,Bi,GeC,-0.684809,-0.19226630383291132,0.07874045417879827
121,II-VI,M_i_B,Re,CdTe,-0.17776,0.1420218256962938,0.03934511362870967
122,II-VI,M_B,Ru,CdTe,-0.798744,-0.680430191400933,0.031589379470232125
123,II-VI,M_A,O,CdS,-0.900601,-1.2066166690562572,0.049757041319263756
124,II-VI,M_i_A,Al,CdS,0.588676,0.2850447213953098,0.03856735103023721
125,II-VI,M_A,Ru,CdO,-0.09692100000000001,-0.5468161212856307,0.044369595595657625
126,II-VI,M_i_A,Pb,CdO,-0.20585799999999999,-0.47179709214882165,0.04781870523617954
127,II-VI,M_B,Tc,CdTe,-0.538607,-0.5870980022895436,0.03244206381777498
128,II-VI,M_B,V,CdTe,-0.625495,-0.4996731231188595,0.027456014155952623
129,II-VI,M_B,Rh,CdTe,-0.8071119999999999,-0.7439637969114626,0.026424193187335993
130,II-VI,M_i_B,Zr,CdTe,0.7594989999999999,0.3573817847854799,0.025934708697392155
131,II-VI,M_i_B,W,CdTe,0.370395,0.1748898497296195,0.030692793955577374
132,IV-IV,M_i_neut,Sr,Si,-0.48382,-0.4628058502107687,0.02731500096417137
133,II-VI,M_i_A,Be,CdS,-0.72831,-0.7118320819295122,0.038495698206756496
134,II-VI,M_i_neut,La,CdTe,0.6176229999999999,0.437639641670703,0.05456870560515982
135,IV-IV,M_i_A,C,Si,-0.645159,-0.8273065729773638,0.04652722318519353
136,II-VI,M_i_A,Sb,CdTe,0.474972,0.01594303721195131,0.02580872382922272
137,II-VI,M_i_neut,W,CdTe,0.362768,0.16460876335019084,0.031596542273690575
138,II-VI,M_i_neut,Sb,CdTe,-0.605329,0.025719981649616752,0.03068450669249391
139,III-V,M_i_A,Tc,InP,0.014182,-0.10306291533209082,0.03627402301100164
140,IV-IV,M_B,Au,GeC,0.23057399999999997,-0.5311995970538856,0.04910863895777398
141,III-V,M_i_B,Ti,BAs,-0.444083,-0.5442027493508438,0.03654469991415674
142,II-VI,M_i_B,La,CdSe,0.6743899999999999,0.5177752833598799,0.05081344882022788
143,III-V,M_i_B,Mg,GaN,-1.32587,-0.8003597778835576,0.03648229712027406
144,II-VI,M_i_neut,Zr,CdTe,0.632204,0.3434234746885843,0.02621052947486804
145,II-VI,M_B,Cd,CdS,-0.648334,-0.6239029732431843,0.03173399611939936
146,II-VI,M_i_A,Sn,CdS,-0.528691,-0.07567306641149192,0.028134588510678984
147,II-VI,M_B,Hf,CdTe,-0.577177,0.014005477519270174,0.025830055613948372
148,II-VI,M_i_B,Rb,CdS,-0.586014,-0.534809283735144,0.04338080039571651
149,II-VI,M_i_B,Os,CdTe,-0.060551999999999995,-0.14598089698089034,0.032115664028494036
150,II-VI,M_i_neut,Y,CdTe,0.735384,0.37058080870650123,0.042678276543406536
151,II-VI,M_B,Zn,CdS,-0.649977,-0.8368648333713743,0.029936417107170137
152,II-VI,M_i_B,Be,ZnO,-1.3776389999999998,-1.0018584341884338,0.03822603106790227
153,II-VI,M_i_neut,Nb,CdTe,-0.44892600000000005,-0.02434331312768761,0.021430520444069186
154,IV-IV,M_i_A,Pb,Si,-0.421149,-0.47831352598550775,0.023703292054081983
155,II-VI,M_B,C,CdTe,-0.907805,-0.6116665560894861,0.05691660532058795
156,II-VI,M_i_A,Mo,CdTe,0.152748,-0.15423817298455456,0.020123535138469054
157,II-VI,M_B,Rh,ZnSe,-0.934089,-0.7089099434357929,0.033111793367176776
158,II-VI,M_i_B,Nb,CdTe,0.594884,-0.00844483753949818,0.024163170897890607
159,III-V,M_i_neut,Sr,AlAs,-0.5392279999999999,-0.5355394130616575,0.04288741515866863
160,IV-IV,M_i_A,Fe,SnC,-0.686228,-0.3721354962575266,0.033731898520716216
161,II-VI,M_i_neut,Re,CdTe,-0.197025,0.1322478669163954,0.03767960002116157
162,II-VI,M_i_B,La,CdTe,0.792454,0.46915926567402266,0.04667451684218475
