Type,AB,Site,Impurity,true val,mean,std
II-VI,CdO,M_A,Li,0,-0.437803061,0.035206106
II-VI,CdO,M_A,Na,0,-0.452556921,0.028468077
II-VI,CdO,M_A,K,0,-0.27927334,0.057843497
II-VI,CdO,M_A,Rb,0,-0.27235368,0.062381705
II-VI,CdO,M_A,Cs,0,-0.239576443,0.054659676
II-VI,CdO,M_A,Be,0,-0.075155832,0.062090589
II-VI,CdO,M_A,Mg,0,0.126437328,0.098039075
II-VI,CdO,M_A,Ca,0,0.11790228,0.160096166
II-VI,CdO,M_A,Sr,0,0.205643605,0.136248445
II-VI,CdO,M_A,Ba,0,0.228159334,0.115140304
II-VI,CdO,M_A,B,0,-0.547283409,0.098988378
II-VI,CdO,M_A,Al,0,-0.420130352,0.032568405
II-VI,CdO,M_A,Ga,0,-0.349252492,0.025582505
II-VI,CdO,M_A,In,0,-0.180516249,0.026872774
II-VI,CdO,M_A,Tl,0,-0.202040916,0.038668088
II-VI,CdO,M_A,C,0,-0.28438736,0.083578507
II-VI,CdO,M_A,Si,0,-0.11833578,0.054937692
II-VI,CdO,M_A,Ge,0,0.056854074,0.041107952
II-VI,CdO,M_A,Sn,0,0.138912872,0.067654832
II-VI,CdO,M_A,Pb,0,-0.075818448,0.03623525
II-VI,CdO,M_A,N,0,-0.541675273,0.056446139
II-VI,CdO,M_A,P,0,-0.328139812,0.054232424
II-VI,CdO,M_A,As,0,-0.229947314,0.022958481
II-VI,CdO,M_A,Sb,0,-0.078364712,0.038364603
II-VI,CdO,M_A,Bi,0,-0.087815705,0.033627642
II-VI,CdO,M_A,O,0,-0.534108532,0.047242841
II-VI,CdO,M_A,S,0,-0.312135756,0.088839566
II-VI,CdO,M_A,Se,0,0.077787309,0.069014289
II-VI,CdO,M_A,Te,0,0.052285827,0.072825329
II-VI,CdO,M_A,F,0,-0.486068082,0.027317027
II-VI,CdO,M_A,Cl,0,-0.37325994,0.0250428
II-VI,CdO,M_A,Br,0,-0.312236002,0.077066273
II-VI,CdO,M_A,I,0,-0.261509319,0.062025955
II-VI,CdO,M_A,Sc,0,0.130032445,0.067662964
II-VI,CdO,M_A,Ti,0,0.119677786,0.045568073
II-VI,CdO,M_A,V,0,-0.017149214,0.065658635
II-VI,CdO,M_A,Cr,0,-0.193695174,0.052389362
II-VI,CdO,M_A,Mn,0,-0.135615688,0.049638717
II-VI,CdO,M_A,Fe,0,-0.278226339,0.060712034
II-VI,CdO,M_A,Co,0,-0.371928999,0.037156888
II-VI,CdO,M_A,Ni,0,-0.374615195,0.021423145
II-VI,CdO,M_A,Cu,0,-0.503895044,0.014249533
II-VI,CdO,M_A,Zn,0,-0.341002212,0.030228078
II-VI,CdO,M_A,Y,0,0.125011174,0.10401072
II-VI,CdO,M_A,Zr,0,0.412429526,0.069738159
II-VI,CdO,M_A,Nb,0,0.139201171,0.052138693
II-VI,CdO,M_A,Mo,0,0.029719354,0.094042427
II-VI,CdO,M_A,Tc,0,0.032253215,0.069882121
II-VI,CdO,M_A,Ru,0,-0.006900773,0.082682279
II-VI,CdO,M_A,Rh,0,-0.161048731,0.063216729
II-VI,CdO,M_A,Pd,0,-0.357909026,0.017945621
II-VI,CdO,M_A,Ag,0,-0.46938267,0.024196842
II-VI,CdO,M_A,Cd,0,-0.277725069,0.06639886
II-VI,CdO,M_A,La,0,0.114180772,0.103014587
II-VI,CdO,M_A,Hf,0,0.326726791,0.071704521
II-VI,CdO,M_A,Ta,0,0.031712192,0.09923402
II-VI,CdO,M_A,W,0,0.026458164,0.085216871
II-VI,CdO,M_A,Re,0,0.109743004,0.077639233
II-VI,CdO,M_A,Os,0,0.060961481,0.100135278
II-VI,CdO,M_A,Ir,0,0.014324322,0.105630492
II-VI,CdO,M_A,Pt,0,-0.171045034,0.056905077
II-VI,CdO,M_A,Au,0,-0.414659819,0.012447794
II-VI,CdO,M_A,Hg,0,-0.345196528,0.029065072
II-VI,CdO,M_A,Ce,0,0.149613647,0.095868658
II-VI,CdO,M_A,Pr,0,0.161689377,0.095187951
II-VI,CdO,M_A,Nd,0,0.158282625,0.086562764
II-VI,CdO,M_A,Pm,0,0.133186878,0.095244406
II-VI,CdO,M_A,Sm,0,0.12411815,0.090258397
II-VI,CdO,M_A,Eu,0,0.089315203,0.099309657
II-VI,CdO,M_A,Gd,0,0.107493943,0.078963817
II-VI,CdO,M_A,Tb,0,0.131606701,0.085750484
II-VI,CdO,M_A,Dy,0,0.120190263,0.099887534
II-VI,CdO,M_A,Ho,0,0.148491166,0.103022058
II-VI,CdO,M_A,Er,0,0.161993765,0.099705618
II-VI,CdO,M_A,Tm,0,0.171149389,0.093247639
II-VI,CdO,M_A,Yb,0,0.147863044,0.076018371
II-VI,CdO,M_A,Lu,0,0.113029645,0.060631672
II-VI,CdO,M_B,Li,0,-0.254808869,0.104847333
II-VI,CdO,M_B,Na,0,0.046438451,0.111368865
II-VI,CdO,M_B,K,0,0.362492577,0.044765449
II-VI,CdO,M_B,Rb,0,0.34620514,0.040244447
